"X18S_BL040126_022." "X18S_BL040223_022." "X18S_BL040322_022." "X18S_BL040419_022." "X18S_BL040525_022." "X18S_BL040628_022." "X18S_BL040719_022." "X18S_BL040831_022." "X18S_BL040929_022." "X18S_BL041019_022." "X18S_BL041116_022." "X18S_BL041214_022." "X18S_BL050120_022." "X18S_BL050215_022." "X18S_BL050309_022." "X18S_BL050413_022." "X18S_BL050510_022." "X18S_BL050607_022." "X18S_BL050705_022." "X18S_BL050803_022." "X18S_BL050913_022." "X18S_BL051004_022." "X18S_BL051108_022." "X18S_BL051213_022."
"OTU_1185" 0 0 0 0 0 0 0 0 0 0 13 0 36 0 0 0 0 0 0 0 0 0 46 22
"OTU_1186" 0 0 0 0 0 0 0 0 0 0 116 0 0 0 0 0 0 0 0 0 0 0 0 4
"OTU_1187" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 149
"OTU_1188" 0 0 0 0 0 0 0 0 0 0 0 0 27 0 0 0 0 0 0 0 0 0 40 100
"OTU_1189" 0 0 19 3 0 0 0 0 133 0 0 0 0 0 0 0 0 0 0 0 4 0 0 0
"OTU_119" 84 114 81 19 0 2529 142 59 46 0 10 0 35 0 0 0 0 0 32 799 51 0 135 53
"OTU_1190" 0 0 0 2 0 0 0 0 0 0 5 7 7 0 0 0 0 0 0 0 10 73 0 24
"OTU_1191" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 89 0 0 0 0 23 0
"OTU_1192" 0 0 23 9 0 0 0 0 84 1 1 0 0 0 0 0 0 0 0 0 0 0 0 4
"OTU_1193" 0 0 0 0 0 0 15 0 0 0 0 0 0 0 0 0 0 97 0 0 0 0 0 0
"OTU_1194" 0 0 0 0 0 110 4 471 1123 0 13 0 0 1 2401 246 0 721 0 0 0 0 81 7
"OTU_1195" 0 0 0 0 0 0 0 0 43 0 14 0 14 0 0 0 0 16 0 0 0 0 0 36
"OTU_1196" 0 0 2 0 0 0 0 0 0 0 12 0 0 0 0 0 0 0 0 0 71 0 0 41
"OTU_1197" 0 0 0 0 0 0 0 0 0 0 0 144 0 0 0 0 0 0 0 0 0 0 0 0
"OTU_1198" 0 0 0 0 0 0 0 0 0 0 69 0 0 0 0 0 0 0 0 0 0 0 0 56
"OTU_1199" 0 2 0 0 0 0 0 0 0 0 0 15 0 149 0 0 0 0 0 0 0 0 0 4
"OTU_12" 11456 235 46 94 1011 0 172 113 0 1 0 191 5243 529 4 0 1 0 65 3973 535 277 0 45
"OTU_120" 0 0 13 0 0 0 127 0 0 0 23 0 2 0 768 0 0 0 0 0 0 0 0 2847
"OTU_1200" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 115 0 0 0 0 0 0 0 0 0
"OTU_1201" 0 0 0 0 0 0 0 0 0 0 0 0 0 146 0 0 0 0 0 0 4 0 0 0
"OTU_1202" 50 0 68 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 3 0 0 0
"OTU_1203" 0 0 0 0 0 0 0 35 39 0 0 0 0 0 0 0 0 72 0 0 0 0 0 0
"OTU_1204" 0 0 0 0 0 0 0 0 104 10 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"OTU_1205" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 109 0
"OTU_1206" 84 0 0 0 0 0 0 0 0 0 0 0 10 0 0 0 0 0 0 0 0 0 0 10
"OTU_1207" 0 96 0 2 0 0 0 0 0 0 0 0 12 0 0 0 0 0 0 0 0 0 0 0
"OTU_1208" 74 0 0 44 0 0 0 0 0 3 12 0 0 0 0 0 0 0 0 0 3 0 36 0
"OTU_1209" 0 0 0 0 0 0 0 0 0 1 63 0 0 0 0 0 0 0 0 0 0 0 0 85
"OTU_121" 46 606 180 436 0 271 198 19 35 24 33 24 359 94 0 0 0 0 607 553 179 119 191 336
"OTU_1210" 0 0 0 0 0 0 0 0 0 0 40 0 15 0 0 0 0 0 0 0 0 0 0 60
"OTU_1211" 0 96 9 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 187 0 0
"OTU_1212" 0 0 0 0 0 0 0 0 0 0 0 1 22 0 0 0 0 0 0 0 0 0 0 112
"OTU_1213" 0 48 0 0 0 0 0 0 0 0 2 0 32 0 0 0 0 0 0 0 0 0 0 23
"OTU_1214" 0 0 10 0 0 0 0 0 112 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"OTU_1215" 8 0 0 0 0 0 0 0 0 0 0 132 22 0 0 0 0 0 0 0 0 0 6 45
"OTU_1216" 0 0 0 0 0 0 0 0 0 0 0 0 0 52 0 0 0 0 0 0 0 0 0 87
"OTU_1217" 0 0 0 0 0 0 0 109 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"OTU_1218" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 116 0 0 0 0 0 0
"OTU_1219" 9 0 0 0 0 1 0 0 114 0 7 0 0 0 0 0 0 0 0 0 0 0 0 0
"OTU_122" 65 0 0 0 0 0 0 0 1105 407 1135 30 15 0 0 59 0 92 0 0 0 0 0 674
"OTU_1220" 0 0 0 0 0 0 0 0 0 0 0 0 2 0 0 0 0 0 0 0 17 0 0 93
"OTU_1221" 48 0 0 0 0 0 0 0 0 0 0 0 6 0 0 0 0 0 0 0 0 0 0 75
"OTU_1222" 0 0 0 0 0 0 0 0 0 0 0 19 16 0 0 0 0 0 0 0 0 0 10 56
"OTU_1223" 0 0 0 0 0 0 0 0 138 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"OTU_1224" 0 0 0 0 0 0 0 0 34 0 0 0 0 0 0 0 0 0 0 0 0 105 0 1
"OTU_1225" 13 0 0 0 0 33 0 0 4 4 2 42 0 0 0 0 14 0 0 0 0 0 0 8
"OTU_1226" 0 0 0 0 0 0 0 0 0 0 12 0 0 0 0 0 0 0 0 0 0 0 0 114
"OTU_1227" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 114 0 0 0 0 0 0
"OTU_1228" 0 0 0 0 0 0 0 0 0 0 23 0 50 0 2 0 0 0 0 0 5 0 0 134
"OTU_1229" 23 127 19 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"OTU_123" 530 6 181 3 0 0 0 0 0 0 187 58 1027 0 0 0 0 0 0 0 29 1 0 1733
"OTU_1230" 0 0 0 0 0 0 0 0 0 0 24 1 0 0 0 0 0 0 0 0 0 0 53 45
"OTU_1231" 0 0 0 0 0 0 0 0 89 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"OTU_1232" 0 0 0 0 0 104 0 0 0 0 0 0 0 0 0 0 0 9 0 0 0 0 0 0
"OTU_1233" 0 0 0 0 0 0 0 0 111 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"OTU_1234" 0 0 0 0 0 0 0 0 0 0 24 0 3 104 0 0 0 0 0 0 0 0 0 27
"OTU_1235" 0 0 0 0 0 0 0 5 136 0 11 0 0 0 0 0 0 0 0 0 0 0 0 0
"OTU_1236" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 130 0 0 0 0 0 0
"OTU_1237" 0 0 0 0 0 0 117 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"OTU_1238" 0 0 0 8 0 0 0 0 0 0 79 7 0 0 0 0 0 0 0 0 39 0 0 0
"OTU_1239" 0 0 0 0 0 0 0 0 0 0 0 104 0 0 0 0 0 0 0 0 0 0 0 1
"OTU_124" 1 0 0 0 0 535 0 1247 77 32 225 0 0 0 0 167 47 892 0 0 0 0 0 0
"OTU_1240" 0 0 0 19 0 0 0 0 0 0 20 0 0 0 0 0 0 37 0 0 0 0 0 21
"OTU_1241" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 126
"OTU_1242" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 123 0
"OTU_1243" 0 0 0 0 0 0 0 0 0 0 0 125 0 0 0 0 0 0 0 0 0 0 0 28
"OTU_1244" 0 0 0 91 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"OTU_1245" 0 0 0 0 0 0 0 0 0 0 58 0 0 0 0 0 0 0 0 0 0 0 0 59
"OTU_1246" 120 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"OTU_1247" 13 13 2 0 0 0 0 0 0 0 8 0 19 0 0 0 0 0 0 0 14 0 0 48
"OTU_1248" 0 0 17 0 0 0 0 0 0 0 7 0 7 0 0 0 0 0 0 0 0 31 0 77
"OTU_1249" 0 0 0 0 0 0 0 0 0 45 0 0 0 0 0 0 0 0 0 0 0 0 0 43
"OTU_125" 239 46 165 0 0 0 111 394 61 15 32 210 384 1 0 0 32 150 0 974 105 0 2 709
"OTU_1250" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 130
"OTU_1251" 0 0 0 0 0 113 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"OTU_1252" 0 0 95 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"OTU_1253" 41 0 0 34 0 0 0 0 0 0 8 0 0 0 0 0 0 0 0 0 0 0 0 28
"OTU_1254" 0 0 0 0 0 0 95 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"OTU_1255" 0 0 0 0 0 0 0 109 6 0 1 0 0 0 0 0 0 0 0 0 0 0 0 2
"OTU_1256" 0 0 0 0 0 0 121 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"OTU_1257" 0 0 0 0 0 0 1 7 19 9 11 0 0 0 0 0 0 0 0 0 0 0 39 14
"OTU_1258" 0 0 0 0 0 0 0 0 0 0 0 0 79 0 0 0 0 0 0 0 0 0 0 77
"OTU_1259" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 100
"OTU_126" 1798 584 202 40 0 0 0 0 0 0 23 0 207 148 0 0 0 0 0 1 256 0 0 287
"OTU_1260" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 92 0 0 0 0 0 0
"OTU_1261" 0 0 1 0 0 0 0 0 0 0 0 135 9 0 0 0 0 0 0 0 0 0 0 0
"OTU_1262" 13 0 0 0 0 0 0 0 0 0 0 0 61 0 0 0 0 0 0 0 10 0 0 1
"OTU_1263" 0 0 0 0 0 0 100 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 21 10
"OTU_1264" 0 0 0 237 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"OTU_1265" 0 0 0 93 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0
"OTU_1266" 0 0 0 0 0 0 0 0 0 0 0 0 44 0 0 0 0 0 0 0 23 0 0 36
"OTU_1267" 0 0 0 0 0 0 0 0 0 0 0 0 23 0 0 0 0 0 0 0 1 0 0 94
"OTU_1268" 73 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"OTU_1269" 0 0 0 0 0 0 0 0 0 54 147 0 0 0 0 0 0 0 0 0 0 0 0 0
"OTU_127" 389 0 0 0 0 0 0 0 0 0 264 0 499 0 0 0 0 0 0 0 7 0 89 2267
"OTU_1270" 0 0 0 0 0 0 0 49 0 0 0 0 5 0 0 0 0 12 0 0 0 0 0 90
"OTU_1271" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 154 0 0 0 0 0 0
"OTU_1272" 0 0 0 0 0 0 0 105 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"OTU_1273" 0 0 0 0 0 0 0 0 0 0 0 0 98 0 0 0 0 0 0 0 0 0 0 49
"OTU_1274" 0 0 0 0 0 0 0 0 0 0 69 0 0 0 0 0 0 0 0 0 0 0 0 29
"OTU_1275" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 116 0 0 0 0 1 0
"OTU_1276" 0 0 0 0 0 0 0 0 0 12 0 0 0 0 0 0 0 0 0 0 0 0 57 47
"OTU_1277" 0 0 0 0 0 0 0 0 0 0 55 0 2 0 0 0 0 0 0 0 0 0 0 42
"OTU_1278" 0 0 0 0 0 0 2 0 99 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"OTU_1279" 0 0 0 0 0 0 0 0 64 0 0 0 0 0 0 0 0 0 0 0 0 0 48 1
"OTU_128" 13 0 35 46 0 0 0 0 0 149 2212 2 67 0 0 0 0 163 1 0 2 0 0 1102
"OTU_1280" 0 107 0 0 0 0 0 0 0 0 23 0 2 0 0 0 0 0 0 0 0 0 0 0
"OTU_1281" 0 36 4 0 0 0 0 0 0 0 144 0 0 0 0 0 0 0 0 0 1 31 0 9
"OTU_1282" 0 0 0 0 0 0 0 0 63 0 0 0 0 0 0 0 0 82 0 0 0 0 0 5
"OTU_1283" 0 0 0 0 0 0 0 0 0 0 5 0 0 89 0 0 0 0 0 0 0 0 0 0
"OTU_1284" 0 0 0 0 0 0 0 0 0 0 12 0 21 0 0 0 0 0 0 0 0 0 0 94
"OTU_1285" 32 0 0 14 0 0 0 0 0 0 0 0 4 67 0 0 0 0 0 0 0 0 0 19
"OTU_1286" 0 0 0 0 0 0 67 0 0 0 31 0 0 0 0 0 0 0 0 0 0 0 0 31
"OTU_1287" 0 0 109 0 0 0 0 0 0 0 0 0 3 0 0 0 0 0 0 0 1 0 0 0
"OTU_1288" 0 0 0 0 0 0 0 0 0 0 190 0 0 0 0 0 0 0 0 0 0 0 0 0
"OTU_1289" 0 0 70 15 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 43 0 0
"OTU_129" 0 0 0 0 0 0 0 1212 239 69 0 0 0 0 0 89 0 691 0 0 0 0 94 0
"OTU_1290" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 125 0 0 0 0
"OTU_1291" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 103 0
"OTU_1292" 0 0 0 0 0 0 0 0 0 8 0 0 0 0 0 0 104 0 0 0 0 0 0 0
"OTU_1293" 0 0 0 0 0 0 0 0 0 0 0 0 6 0 0 0 0 10 0 0 0 0 67 19
"OTU_1294" 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 87
"OTU_1295" 92 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"OTU_1296" 0 0 0 0 0 0 0 0 22 0 73 0 0 0 0 0 0 0 0 0 0 0 0 0
"OTU_1297" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 94
"OTU_1298" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 127 0 0
"OTU_1299" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 137 0
"OTU_13" 315 426 9 0 0 0 490 11553 11464 170 83 0 494 6 0 0 185 253 1 2390 33 0 0 20
"OTU_130" 352 19 10 29 0 0 269 0 10 207 25 0 38 108 0 22 0 20 0 0 79 1657 170 15
"OTU_1300" 0 0 0 0 0 0 0 62 0 0 0 0 0 0 0 0 0 41 0 0 0 0 0 5
"OTU_1301" 0 0 4 2 0 37 0 0 1 0 22 0 26 0 0 0 0 0 0 0 0 27 0 7
"OTU_1302" 279 1 19 0 0 0 0 0 0 0 56 0 155 280 0 0 0 0 0 0 0 0 0 164
"OTU_1303" 1 0 11 0 0 0 0 0 0 0 0 76 9 0 0 0 0 0 0 0 0 0 0 0
"OTU_1304" 0 0 0 0 0 0 0 0 0 0 10 0 0 0 0 0 0 0 0 0 0 0 0 140
"OTU_1305" 0 0 0 0 0 0 0 0 0 0 0 0 20 37 0 0 0 0 0 0 0 0 0 48
"OTU_1306" 109 0 0 5 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"OTU_1307" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 98 0 0 0 0 0 0
"OTU_1308" 0 0 0 0 0 0 0 0 0 0 34 0 0 0 0 0 0 11 0 0 0 0 57 0
"OTU_1309" 0 0 0 0 0 0 0 0 0 0 0 0 0 113 0 0 0 0 0 0 0 0 0 0
"OTU_131" 631 131 494 485 0 0 0 0 702 387 447 62 68 0 0 0 0 1 0 0 74 0 0 226
"OTU_1310" 0 0 0 0 0 0 0 0 0 0 37 0 19 0 0 0 0 49 0 0 0 0 0 16
"OTU_1311" 0 0 0 0 0 0 0 0 0 0 6 0 46 0 0 0 0 0 0 0 0 0 0 69
"OTU_1312" 0 0 0 0 0 0 0 0 0 0 44 0 0 0 0 0 0 40 0 0 0 0 0 0
"OTU_1313" 0 0 0 111 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"OTU_1314" 0 0 0 0 0 0 0 0 0 0 0 0 3 0 0 0 0 0 0 0 0 0 109 0
"OTU_1315" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 134 0
"OTU_1316" 0 8 0 102 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"OTU_1317" 0 0 0 1 0 0 0 0 0 0 35 7 2 6 0 0 0 0 0 0 5 0 40 189
"OTU_1318" 0 0 0 0 0 0 0 5 86 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"OTU_1319" 0 0 48 47 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 5 0 0
"OTU_132" 0 0 0 7 0 112 30 0 0 0 463 0 0 77 0 0 0 416 0 1780 7 0 2 135
"OTU_1320" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 101 0 0 0 0 0 0
"OTU_1321" 0 0 0 97 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"OTU_1322" 0 0 0 0 0 0 51 70 0 0 0 0 0 0 0 0 0 9 0 0 0 0 0 0
"OTU_1323" 0 0 0 0 0 0 0 0 0 0 0 0 26 69 0 0 0 20 0 0 8 0 0 30
"OTU_1324" 0 0 0 0 0 0 0 9 0 1 0 0 0 0 0 0 0 40 0 104 0 0 0 0
"OTU_1325" 0 0 0 0 0 0 0 99 127 0 23 0 0 0 0 0 0 7 0 0 0 0 0 0
"OTU_1326" 0 0 0 0 0 0 102 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"OTU_1327" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 114 0 0 0 0 0 0
"OTU_1328" 0 0 0 0 0 0 0 0 0 0 0 0 134 0 0 0 0 0 0 0 0 0 0 0
"OTU_1329" 72 0 10 14 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 5 0 0 4
"OTU_133" 0 157 43 93 1 2978 62 275 88 0 52 0 29 0 0 0 0 84 0 0 20 48 0 67
"OTU_1330" 0 0 0 0 0 0 38 0 0 0 29 22 52 5 0 0 0 0 0 0 0 0 0 12
"OTU_1331" 105 0 0 0 0 0 0 0 0 0 0 0 2 0 0 0 0 0 0 0 0 0 0 14
"OTU_1332" 17 0 0 15 0 0 0 0 0 0 0 0 7 0 0 0 0 0 0 0 0 0 0 67
"OTU_1333" 6 0 0 84 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"OTU_1334" 0 0 0 0 0 0 0 118 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"OTU_1335" 0 0 0 0 0 0 0 0 0 0 24 24 0 0 0 0 0 0 0 0 0 0 0 42
"OTU_1336" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 83 0
"OTU_1337" 0 0 0 5 0 0 0 0 0 0 8 0 21 0 0 0 0 0 0 0 0 55 0 0
"OTU_1338" 0 0 0 0 0 0 0 0 0 0 42 0 0 0 0 0 0 0 0 0 0 0 34 29
"OTU_1339" 0 0 0 0 0 0 0 0 0 0 68 0 0 0 0 0 0 0 0 0 0 0 0 0
"OTU_134" 67 864 177 540 427 0 0 0 0 0 34 187 127 160 0 0 0 0 35 0 60 266 179 1254
"OTU_1340" 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 91 0 0 0 0 0 0 0
"OTU_1341" 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 120
"OTU_1342" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 100 0 0 0 0 0 0
"OTU_1343" 0 0 0 0 0 0 107 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"OTU_1344" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 71 11
"OTU_1345" 0 0 0 0 0 0 0 0 0 0 0 0 75 0 0 0 0 0 0 0 0 0 0 10
"OTU_1346" 0 0 0 0 0 0 0 0 0 0 8 0 80 0 0 0 0 0 0 0 0 0 0 52
"OTU_1347" 19 0 0 0 0 0 0 0 0 0 18 0 18 0 0 0 0 0 0 0 0 0 0 60
"OTU_1348" 0 0 0 0 0 0 0 0 99 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"OTU_1349" 0 0 0 33 0 0 0 0 0 0 0 0 47 0 0 0 0 0 0 0 0 0 0 37
"OTU_135" 0 0 0 3 1649 316 0 0 22 1 345 40 34 0 0 0 0 0 0 0 0 0 58 119
"OTU_1350" 0 0 23 53 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 17 0 0 0
"OTU_1351" 0 0 1 71 0 0 0 0 0 0 6 0 0 0 0 0 0 0 4 0 1 0 0 23
"OTU_1352" 85 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"OTU_1353" 0 0 0 0 0 0 0 70 0 11 0 0 0 0 0 0 0 15 0 0 0 0 0 0
"OTU_1354" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 93 0 0
"OTU_1355" 0 0 0 0 0 0 0 47 0 25 5 12 0 0 0 0 0 11 0 0 0 0 0 4
"OTU_1356" 8 0 0 0 0 0 0 0 0 0 0 0 50 0 0 0 0 0 0 0 45 0 0 22
"OTU_1357" 0 0 0 0 0 0 0 0 0 0 19 53 1 4 0 0 0 0 0 0 0 0 0 26
"OTU_1358" 0 0 0 0 0 0 0 0 26 0 0 0 0 0 0 0 0 88 0 0 0 0 0 0
"OTU_1359" 29 0 0 0 0 0 0 0 0 0 14 0 51 0 0 0 0 0 0 0 0 0 0 5
"OTU_136" 22 8 10 23 2803 0 0 1 259 35 34 0 55 0 0 0 0 62 6 3 0 0 185 33
"OTU_1360" 6 0 80 2 0 0 0 0 0 0 1 0 4 3 0 0 0 0 0 0 0 0 1 6
"OTU_1361" 0 0 0 0 0 0 0 0 0 0 8 0 0 0 0 0 0 0 0 0 0 0 72 0
"OTU_1362" 0 25 0 0 0 0 0 0 0 0 12 0 0 34 0 0 0 0 0 0 26 0 0 4
"OTU_1363" 20 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 94
"OTU_1364" 0 0 0 0 0 0 0 85 9 0 0 0 0 0 0 0 0 11 0 0 0 0 0 0
"OTU_1365" 0 0 0 0 0 0 0 0 0 0 53 0 0 0 0 0 0 0 0 0 0 0 0 53
"OTU_1366" 0 0 0 0 0 0 0 0 0 0 0 0 23 98 0 0 1 0 0 0 2 0 12 0
"OTU_1367" 0 0 0 0 0 0 0 0 0 0 18 0 64 0 0 0 0 0 0 0 0 0 0 8
"OTU_1368" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 74
"OTU_1369" 0 0 0 0 0 0 0 0 0 74 6 0 0 0 0 0 0 0 0 0 0 0 0 0
"OTU_137" 0 0 0 0 0 0 0 0 776 0 0 2088 0 0 0 0 0 0 0 0 0 0 0 15
"OTU_1370" 0 0 0 1 0 0 0 0 31 27 20 1 0 0 0 0 0 0 0 0 0 0 0 1
"OTU_1371" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 82
"OTU_1372" 0 0 0 2 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 94 0 0
"OTU_1373" 36 0 0 0 0 0 0 0 0 0 0 0 20 0 0 0 0 0 0 0 0 0 0 32
"OTU_1374" 0 0 0 0 0 0 86 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"OTU_1375" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 107
"OTU_1376" 0 0 0 0 0 0 0 0 0 0 0 0 74 0 0 0 0 0 0 0 0 0 0 36
"OTU_1377" 0 0 0 3 0 0 0 32 0 0 0 0 0 0 0 0 0 36 0 0 0 0 0 0
"OTU_1378" 0 0 18 3 0 0 0 0 0 95 1 0 0 0 0 0 0 0 0 0 0 0 0 0
"OTU_1379" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 47 37
"OTU_138" 0 0 0 0 0 0 0 0 716 18 317 342 36 0 0 0 1 850 0 0 0 0 36 716
"OTU_1380" 0 0 0 12 0 49 0 0 0 0 33 0 0 0 0 0 0 0 0 0 0 0 0 0
"OTU_1381" 0 0 0 0 0 0 0 0 0 7 0 0 1 0 0 0 0 0 0 0 0 0 69 5
"OTU_1382" 0 38 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 47
"OTU_1383" 0 0 0 0 0 0 0 11 62 16 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"OTU_1384" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 102 0 0
"OTU_1385" 0 0 0 0 0 0 0 0 0 0 32 0 0 0 0 0 0 0 0 0 0 0 0 65
"OTU_1386" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 25 0 0 69 0 0 0 0
"OTU_1387" 0 0 0 0 0 0 0 0 0 0 100 0 3 0 0 0 0 0 0 0 3 0 0 25
"OTU_1388" 95 0 8 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 9
"OTU_1389" 25 0 0 0 0 0 0 0 0 0 0 0 70 0 0 0 0 0 0 0 0 0 0 3
"OTU_139" 0 0 0 1 0 641 337 788 187 30 0 20 0 0 0 5 0 453 0 0 0 0 141 1
"OTU_1390" 0 0 12 39 0 0 0 0 5 46 14 0 0 0 0 0 0 0 0 0 0 0 0 14
"OTU_1391" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 75 7 0 157 0 0 0 28
"OTU_1392" 0 0 0 0 0 0 0 0 0 0 45 0 0 0 1 0 0 0 0 0 0 0 0 83
"OTU_1393" 0 0 0 0 0 0 0 0 92 0 1 0 0 0 0 0 0 0 0 0 0 0 0 14
"OTU_1394" 117 0 0 0 0 0 0 0 0 19 15 0 44 0 0 0 0 63 0 0 0 0 37 50
"OTU_1395" 69 0 9 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 15 0 0 0
"OTU_1396" 0 0 0 0 0 0 0 0 0 0 0 0 38 0 0 0 0 0 0 0 0 0 0 63
"OTU_1397" 12 0 0 2 0 0 0 0 0 0 0 0 25 0 0 0 0 0 0 0 0 0 0 57
"OTU_1398" 0 0 0 0 0 0 0 0 0 0 0 0 191 0 0 0 0 0 0 0 41 0 0 4
"OTU_1399" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 95
"OTU_14" 0 0 1 12712 0 0 0 0 0 0 3 33 80 17 0 0 0 1 0 0 6 9230 0 18
"OTU_140" 1 0 0 0 0 73 5 1308 1251 25 10 3 0 0 1 4 0 2 0 1 0 0 180 47
